ID,Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Runtime
16223,Toy Story 3,2010,8.3,98%,0,0,0,1,103.0
16224,"Monsters, Inc.",2001,8.0,96%,0,0,0,1,92.0
16225,Star Wars: Return of the Jedi,1983,8.3,82%,0,0,0,1,131.0
16226,Zootopia,2016,8.0,98%,0,0,0,1,108.0
16227,Star Wars: The Force Awakens,2015,7.9,93%,0,0,0,1,138.0
16228,Captain America: Civil War,2016,7.8,91%,0,0,0,1,147.0
16229,Thor: Ragnarok,2017,7.9,93%,0,0,0,1,130.0
16230,The Princess Bride,1987,8.1,97%,0,0,0,1,98.0
16231,Ratatouille,2007,8.0,96%,0,0,0,1,111.0
16232,Captain America: The Winter Soldier,2014,7.7,90%,0,0,0,1,136.0
16233,Aladdin,1992,8.0,95%,0,0,0,1,128.0
16234,Toy Story 2,1999,7.9,100%,0,0,0,1,92.0
16235,The Incredibles,2004,8.0,97%,0,0,0,1,115.0
16236,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,79%,0,0,0,1,143.0
16237,Avatar,2009,7.8,82%,0,0,0,1,23.0
16238,Big Hero 6,2014,7.8,89%,0,0,0,1,102.0
16239,Doctor Strange,2016,7.5,89%,0,0,0,1,115.0
16240,Guardians of the Galaxy Vol. 2,2017,7.6,85%,0,0,0,1,136.0
16241,Rogue One: A Star Wars Story,2016,7.8,84%,0,0,0,1,133.0
16242,Toy Story 4,2019,7.8,97%,0,0,0,1,100.0
16243,Moana,2016,7.6,95%,0,0,0,1,107.0
16244,Frozen,2013,7.4,90%,0,0,0,1,102.0
16245,The Nightmare Before Christmas,1993,8.0,95%,0,0,0,1,76.0
16246,Black Panther,2018,7.3,97%,0,0,0,1,134.0
16247,Tangled,2010,7.7,89%,0,0,0,1,100.0
16248,Wreck-It Ralph,2012,7.7,87%,0,0,0,1,101.0
16249,Ant-Man,2015,7.3,83%,0,0,0,1,117.0
16250,Onward,2020,7.5,88%,0,0,0,1,102.0
16251,Avengers: Age of Ultron,2015,7.3,75%,0,0,0,1,141.0
16252,Mary Poppins,1964,7.8,100%,0,0,0,1,139.0
16253,Finding Dory,2016,7.3,94%,0,0,0,1,97.0
16254,Who Framed Roger Rabbit,1988,7.7,97%,0,0,0,1,104.0
16255,Mulan,1998,7.6,86%,0,0,0,1,115.0
16256,Iron Man 3,2013,7.2,79%,0,0,0,1,130.0
16257,The Sound of Music,1965,8.0,83%,0,0,0,1,172.0
16258,Ice Age,2002,7.5,77%,0,0,0,1,81.0
16259,Cars,2006,7.1,75%,0,0,0,1,117.0
16260,Snow White and the Seven Dwarfs,1937,7.6,98%,0,0,0,1,83.0
16261,Monsters University,2013,7.3,80%,0,0,0,1,104.0
16262,Frozen II,2019,6.9,77%,0,0,0,1,103.0
16263,Togo,2019,8.1,91%,0,0,0,1,113.0
16264,A Bug's Life,1998,7.2,92%,0,0,0,1,95.0
16265,The Jungle Book,1967,7.6,87%,0,0,0,1,106.0
16266,Remember the Titans,2000,7.8,73%,0,0,0,1,113.0
16267,Brave,2012,7.1,78%,0,0,0,1,93.0
16268,The Simpsons Movie,2007,7.3,88%,0,0,0,1,87.0
16269,Fantasia,1940,7.8,94%,0,0,0,1,125.0
16270,The Emperor's New Groove,2000,7.3,85%,0,0,0,1,78.0
16271,The Straight Story,1999,8.0,95%,0,0,0,1,112.0
16272,One Hundred and One Dalmatians,1961,7.2,98%,0,0,0,1,79.0
16273,Lady and the Tramp,1955,7.3,93%,0,0,0,1,103.0
16274,Pinocchio,1940,7.4,100%,0,0,0,1,120.0
16275,Thor: The Dark World,2013,6.9,66%,0,0,0,1,112.0
16276,Star Wars: The Last Jedi,2017,7.0,90%,0,0,0,1,152.0
16277,Lilo & Stitch,2002,7.2,86%,0,0,0,1,85.0
16278,Star Wars: The Rise of Skywalker,2019,6.7,52%,0,0,0,1,142.0
16279,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53%,0,0,0,1,151.0
16280,Bambi,1942,7.3,90%,0,0,0,1,70.0
16281,Captain Marvel,2019,6.9,78%,0,0,0,1,123.0
16282,Alice in Wonderland,1951,7.4,81%,0,0,0,1,108.0
16283,Peter Pan,1953,7.3,80%,0,0,0,1,113.0
16284,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,76%,0,0,0,1,143.0
16285,Miracle on 34th Street,1947,7.9,96%,0,0,0,1,96.0
16286,Pirates of the Caribbean: At World's End,2007,7.1,44%,0,0,0,1,169.0
16287,The Many Adventures of Winnie the Pooh,1977,7.6,100%,0,0,0,1,74.0
16288,Star Wars: Episode II - Attack of the Clones,2002,6.5,65%,0,0,0,1,142.0
16289,The Muppet Movie,1979,7.6,88%,0,0,0,1,95.0
16290,Mickey's Christmas Carol,1983,8.0,100%,0,0,0,1,26.0
16291,Star Wars: Episode I - The Phantom Menace,1999,6.5,53%,0,0,0,1,136.0
16292,Cool Runnings,1993,7.0,76%,0,0,0,1,98.0
16293,The Parent Trap,1998,6.5,86%,0,0,0,1,128.0
16294,The Muppet Christmas Carol,1992,7.7,75%,0,0,0,1,85.0
16295,Treasure Planet,2002,7.2,69%,0,0,0,1,95.0
16296,The Fox and the Hound,1981,7.3,70%,0,0,0,1,83.0
16297,Holes,2003,7.0,78%,0,0,0,1,117.0
16298,Pete's Dragon,2016,6.7,88%,0,0,0,1,102.0
16299,The Good Dinosaur,2015,6.7,76%,0,0,0,1,93.0
16300,Frankenweenie,2012,6.9,87%,0,0,0,1,87.0
16301,Tron,1982,6.8,74%,0,0,0,1,125.0
16302,Winnie the Pooh,2011,7.2,91%,0,0,0,1,104.0
16303,TRON: Legacy,2010,6.8,51%,0,0,0,1,125.0
16304,The Sword in the Stone,1963,7.2,67%,0,0,0,1,79.0
16305,The Aristocats,1970,7.1,66%,0,0,0,1,78.0
16306,Cars 3,2017,6.7,70%,0,0,0,1,102.0
16307,Queen of Katwe,2016,7.4,93%,0,0,0,1,124.0
16308,Homeward Bound: The Incredible Journey,1993,6.9,87%,0,0,0,1,84.0
16309,Maleficent: Mistress of Evil,2019,6.6,40%,0,0,0,1,119.0
16310,Before the Flood,2016,8.3,74%,0,0,0,1,96.0
16311,The Chronicles of Narnia: Prince Caspian,2008,6.5,66%,0,0,0,1,150.0
16312,The Great Mouse Detective,1986,7.2,79%,0,0,0,1,74.0
16313,Flight of the Navigator,1986,6.9,83%,0,0,0,1,90.0
16314,James and the Giant Peach,1996,6.7,91%,0,0,0,1,79.0
16315,Willow,1988,7.3,50%,0,0,0,1,126.0
16316,Meet the Robinsons,2007,6.8,67%,0,0,0,1,95.0
16318,Fantasia 2000,1999,7.2,81%,0,0,0,1,75.0
16319,Tinker Bell,2008,6.8,100%,0,0,0,1,78.0
16320,The Rescuers,1977,6.9,80%,0,0,0,1,78.0
16321,Eight Below,2006,7.3,72%,0,0,0,1,120.0
16322,Invincible,2006,7.1,72%,0,0,0,1,137.0
16323,Sister Act,1992,6.4,73%,0,0,0,1,100.0
16324,John Carter,2012,6.6,52%,0,0,0,1,132.0
16325,Freaky Friday,2003,6.1,88%,0,0,0,1,97.0
16326,The Santa Clause,1994,6.5,71%,0,0,0,1,97.0
16327,Descendants,2015,6.4,90%,0,0,0,1,112.0
16328,Old Yeller,1957,7.3,100%,0,0,0,1,83.0
16329,"Honey, I Shrunk the Kids",1989,6.3,75%,0,0,0,1,93.0
16330,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,7.4,100%,0,0,0,1,78.0
16331,Pirates of the Caribbean: On Stranger Tides,2011,6.6,33%,0,0,0,1,137.0
16332,The BFG,2016,6.4,75%,0,0,0,1,117.0
16333,The Princess Diaries,2001,6.3,48%,0,0,0,1,111.0
16334,National Treasure: Book of Secrets,2007,6.5,36%,0,0,0,1,124.0
16335,The Finest Hours,2016,6.8,64%,0,0,0,1,117.0
16336,DuckTales: The Movie - Treasure of the Lost Lamp,1990,6.9,88%,0,0,0,1,74.0
16337,A Goofy Movie,1995,6.8,59%,0,0,0,1,78.0
16338,The Greatest Game Ever Played,2005,7.4,63%,0,0,0,1,120.0
16339,The Lion King 1½,2004,6.5,78%,0,0,0,1,77.0
16340,The Lion King II: Simba's Pride,1998,6.5,62%,0,0,0,1,81.0
16341,The Adventures of Ichabod and Mr. Toad,1949,7.0,93%,0,0,0,1,68.0
16342,Tinker Bell and the Lost Treasure,2009,6.7,100%,0,0,0,1,81.0
16343,Bedknobs and Broomsticks,1971,7.1,65%,0,0,0,1,117.0
16344,Hocus Pocus,1993,6.9,34%,0,0,0,1,96.0
16345,Secretariat,2010,7.2,63%,0,0,0,1,123.0
16346,Darby O'Gill and the Little People,1959,7.2,100%,0,0,0,1,93.0
16347,Muppet Treasure Island,1996,7.0,73%,0,0,0,1,99.0
16348,The Rescuers Down Under,1990,6.9,69%,0,0,0,1,77.0
16349,The Rocketeer,1991,6.5,65%,0,0,0,1,108.0
16350,High School Musical,2006,5.4,63%,0,0,0,1,98.0
16351,Atlantis: The Lost Empire,2001,6.9,49%,0,0,0,1,95.0
16352,The Great Muppet Caper,1981,7.2,76%,0,0,0,1,97.0
16353,Teen Beach Movie,2013,5.9,86%,0,0,0,1,110.0
16354,Journey to the Center of the Earth,1959,7.0,86%,0,0,0,1,93.0
16355,Pollyanna,1960,7.4,86%,0,0,0,1,134.0
16356,High School Musical 2,2007,5.0,82%,0,0,0,1,104.0
16357,Halloweentown,1998,6.8,80%,0,0,0,1,84.0
16358,Brother Bear,2003,6.8,37%,0,0,0,1,85.0
16359,Millions,2004,6.9,88%,0,0,0,1,98.0
16360,Muppets Most Wanted,2014,6.4,80%,0,0,0,1,107.0
16361,The Journey of Natty Gann,1985,7.1,100%,0,0,0,1,101.0
16362,Secret of the Wings,2012,7.1,60%,0,0,0,1,75.0
16363,Cars 2,2011,6.1,39%,0,0,0,1,106.0
16364,Tinker Bell and the Great Fairy Rescue,2010,6.9,78%,0,0,0,1,76.0
16365,Descendants 2,2017,6.5,67%,0,0,0,1,111.0
16366,Adventures in Babysitting,2016,6.0,100%,0,0,0,1,102.0
16367,Dinosaur,2000,6.5,64%,0,0,0,1,82.0
16368,Dumbo,2019,6.3,47%,0,0,0,1,112.0
16369,The Color of Friendship,2000,7.2,100%,0,0,0,1,87.0
16370,Oliver & Company,1988,6.7,51%,0,0,0,1,74.0
16371,Monkey Kingdom,2015,7.3,93%,0,0,0,1,81.0
16372,"Davy Crockett, King of the Wild Frontier",1955,7.0,100%,0,0,0,1,93.0
16373,The Three Caballeros,1944,6.5,82%,0,0,0,1,104.0
16374,That Darn Cat!,1965,6.8,94%,0,0,0,1,116.0
16375,African Cats,2011,7.6,73%,0,0,0,1,89.0
16376,Newsies,1992,7.0,39%,0,0,0,1,121.0
16377,3 Men and a Baby,1987,6.0,75%,0,0,0,1,102.0
16378,Tuck Everlasting,2002,6.6,60%,0,0,0,1,90.0
16379,The Incredible Journey,1963,7.1,89%,0,0,0,1,80.0
16380,The Love Bug,1968,6.5,76%,0,0,0,1,108.0
16381,High School Musical 3: Senior Year,2008,4.8,64%,0,0,0,1,112.0
16382,Return to Oz,1985,6.7,52%,0,0,0,1,113.0
16383,Blackbeard's Ghost,1968,6.9,82%,0,0,0,1,106.0
16384,Chimpanzee,2012,7.2,76%,0,0,0,1,78.0
16385,The Absent-Minded Professor,1961,6.8,83%,0,0,0,1,92.0
16386,Camp Rock,2008,5.2,45%,0,0,0,1,94.0
16387,Penguins,2019,7.0,92%,0,0,0,1,76.0
16388,Pooh's Heffalump Movie,2005,6.4,80%,0,0,0,1,68.0
16389,Turner & Hooch,1989,6.2,52%,0,0,0,1,97.0
16391,Princess Protection Program,2009,5.6,60%,0,0,0,1,90.0
16392,Science Fair,2018,7.4,97%,0,0,0,1,90.0
16393,Greyfriars Bobby: The True Story of a Dog,1961,7.3,100%,0,0,0,1,87.0
16394,Diary of a Wimpy Kid,2010,6.2,53%,0,0,0,1,120.0
16395,The Odd Life of Timothy Green,2012,6.6,35%,0,0,0,1,105.0
16396,Splash,1984,6.2,90%,0,0,0,1,111.0
16397,The Princess Diaries 2: Royal Engagement,2004,5.8,26%,0,0,0,1,113.0
16398,The Black Cauldron,1985,6.4,55%,0,0,0,1,80.0
16399,The Game Plan,2007,6.1,28%,0,0,0,1,110.0
16400,Cinderella III: A Twist in Time,2007,5.9,75%,0,0,0,1,74.0
16401,Waking Sleeping Beauty,2009,7.6,71%,0,0,0,1,86.0
